FID,disso,ORIG_FID,POINT_X,POINT_Y
12976,0,0,597225.524230999990000,4473876.380909999800000
12977,0,0,597044.667297999960000,4474033.324269999700000
12978,0,0,596951.342102000020000,4474060.013729999800000
12979,0,0,596938.004700000050000,4474076.668999999800000
12980,0,0,596898.160950000050000,4474096.825249999800000
12981,0,0,596878.004700000050000,4474136.668999999800000
12982,0,0,596818.004700000050000,4474136.668999999800000
12983,0,0,596818.004700000050000,4474166.668999999800000
12984,0,0,596777.926575000050000,4474146.747130000000000
12985,0,0,596698.004700000050000,4474136.668999999800000
12986,0,0,596570.101868000000000,4474151.214900000000000
12987,0,0,596518.004700000050000,4474226.668999999800000
12988,0,0,596458.004700000050000,4474226.668999999800000
12989,0,0,596270.592591000020000,4474203.260800000300000
12990,0,0,596174.667297999960000,4474273.324269999700000
12991,0,0,595972.709290000030000,4474308.480519999700000
12992,0,0,595901.825501000040000,4474299.662159999800000
12993,0,0,595814.667297999960000,4474363.324269999700000
12994,0,0,595481.342102000020000,4474390.013729999800000
12995,0,0,595352.194153000020000,4474493.299859999700000
12996,0,0,595223.302552000040000,4474547.616270000100000
12997,0,0,595168.004700000050000,4474616.668999999800000
12998,0,0,595148.082825000050000,4474626.747120000400000
12999,0,0,595124.594054999990000,4474743.099659999800000
13000,0,0,595058.082825000050000,4474776.747120000400000
13001,0,0,595048.004700000050000,4474796.668999999800000
13002,0,0,595001.415344999990000,4474820.238339999700000
13003,0,0,594977.926575000050000,4474936.590880000000000
13004,0,0,594874.955383999970000,4475050.189509999900000
13005,0,0,594897.741028000020000,4475096.844779999900000
13006,0,0,594868.004700000050000,4475156.668999999800000
13007,0,0,594823.151183999960000,4475187.635800000300000
13008,0,0,594795.751281999980000,4475294.422910000200000
13009,0,0,594748.004700000050000,4475366.668999999800000
13010,0,0,594695.138489000030000,4475407.479550000300000
13011,0,0,594718.004700000050000,4475546.668999999800000
13012,0,0,594730.529114000030000,4475804.144589999700000
13013,0,0,594765.480285999950000,4475889.193409999800000
13014,0,0,594790.529114000030000,4476044.144589999700000
13015,0,0,594855.480285999950000,4476129.193409999800000
13016,0,0,594880.529114000030000,4476194.144589999700000
13017,0,0,594932.955871999960000,4476276.717830000400000
13018,0,0,594970.529114000030000,4476464.144589999700000
13019,0,0,595035.480285999950000,4476549.193409999800000
13020,0,0,595048.004700000050000,4476656.668999999800000
13021,0,0,595028.082825000050000,4476696.747130000000000
13022,0,0,595018.004700000050000,4476836.668999999800000
13023,0,0,595038.197570999970000,4477042.025449999600000
13024,0,0,595028.742005000010000,4477159.681699999600000
13025,0,0,595108.004700000050000,4477286.668999999800000
13026,0,0,595108.004700000050000,4477526.668999999800000
13027,0,0,595031.071105999990000,4477629.735410000200000
13028,0,0,595018.004700000050000,4477736.668999999800000
13029,0,0,595001.342102000020000,4477750.013729999800000
13030,0,0,594868.004700000050000,4477916.668999999800000
13031,0,0,594838.004700000050000,4477916.668999999800000
13032,0,0,594838.004700000050000,4477946.668999999800000
13033,0,0,594703.319641000010000,4478036.991270000100000
13034,0,0,594688.004700000050000,4478096.668999999800000
13035,0,0,594584.117980999990000,4478142.782279999900000
13036,0,0,594168.908019999970000,4478180.926810000100000
13037,0,0,594120.238587000060000,4478124.442440000400000
13038,0,0,594088.004700000050000,4478096.668999999800000
13039,0,0,594088.004700000050000,4478066.668999999800000
13040,0,0,593908.004700000050000,4478066.668999999800000
13041,0,0,593801.891418999990000,4478052.782279999900000
13042,0,0,593668.004700000050000,4477976.668999999800000
13043,0,0,593602.753234999950000,4477903.631889999800000
13044,0,0,593368.004700000050000,4477886.668999999800000
13045,0,0,593345.284972999940000,4477841.756889999800000
13046,0,0,593258.082825000050000,4477816.590870000400000
13047,0,0,593147.926575000050000,4477716.747130000000000
13048,0,0,592958.082825000050000,4477696.590870000400000
13049,0,0,592907.926575000050000,4477656.747120000400000
13050,0,0,592828.004700000050000,4477646.668999999800000
13051,0,0,592798.004700000050000,4477646.668999999800000
13052,0,0,592798.004700000050000,4477616.668999999800000
13053,0,0,592588.004700000050000,4477616.668999999800000
13054,0,0,592542.162415000030000,4477602.518609999700000
13055,0,0,592433.178040000030000,4477543.294979999800000
13056,0,0,592168.004700000050000,4477526.668999999800000
13057,0,0,591972.301575000050000,4477542.928770000100000
13058,0,0,591928.004700000050000,4477526.668999999800000
13059,0,0,591748.004700000050000,4477526.668999999800000
13060,0,0,591509.352355999990000,4477509.793999999800000
13061,0,0,591440.222717999950000,4477513.924859999700000
13062,0,0,591137.878967999950000,4477852.303770000100000
13063,0,0,591103.846984999950000,4477962.518609999700000
13064,0,0,591042.162415000030000,4477990.819389999800000
13065,0,0,591013.846984999950000,4478082.518609999700000
13066,0,0,590955.590149000050000,4478189.730519999700000
13067,0,0,590923.846984999950000,4478292.518609999700000
13068,0,0,590887.046448000010000,4478360.238339999700000
13069,0,0,590833.846984999950000,4478532.518609999700000
13070,0,0,590750.614563000040000,4478651.668999999800000
13071,0,0,590833.846984999950000,4478770.819389999800000
13072,0,0,590886.815734999950000,4478886.234430000200000
13073,0,0,591146.206603999950000,4479191.156299999900000
13074,0,0,591328.004700000050000,4479206.668999999800000
13075,0,0,591472.742249000000000,4479288.949269999700000
13076,0,0,591644.121643000050000,4479340.555719999600000
13077,0,0,591671.887757000050000,4479372.782279999900000
13078,0,0,591838.004700000050000,4479386.668999999800000
13079,0,0,591944.663636000010000,4479400.013729999800000
13080,0,0,592020.780579000010000,4479495.067440000400000
13081,0,0,592168.004700000050000,4479476.668999999800000
13082,0,0,592365.751281999980000,4479488.915090000300000
13083,0,0,592438.004700000050000,4479506.668999999800000
13084,0,0,592543.846984999950000,4479520.819389999800000
13085,0,0,592602.162415000030000,4479552.518609999700000
13086,0,0,592958.815246999960000,4479608.094779999900000
13087,0,0,593055.546204000010000,4479660.653380000000000
13088,0,0,593657.249085000020000,4479701.053770000100000
13089,0,0,593712.162415000030000,4479762.518609999700000
13090,0,0,594388.004700000050000,4479776.668999999800000
13091,0,0,594440.306945999970000,4479852.430719999600000
13092,0,0,594705.751281999980000,4479878.915090000300000
13093,0,0,594778.004700000050000,4479926.668999999800000
13094,0,0,594792.704406999980000,4479941.961969999600000
13095,0,0,594919.450013000050000,4479972.870170000000000
13096,0,0,595065.465638000050000,4480124.847710000400000
13097,0,0,595048.004700000050000,4480586.668999999800000
13098,0,0,594970.258118000000000,4480628.915090000300000
13099,0,0,594945.751281999980000,4480724.422910000200000
13100,0,0,594898.004700000050000,4480796.668999999800000
13101,0,0,594741.830383999970000,4480816.210020000100000
13102,0,0,594718.004700000050000,4481006.668999999800000
13103,0,0,594617.648255000010000,4481075.956109999700000
13104,0,0,594597.543274000050000,4481165.633840000300000
13105,0,0,594628.004700000050000,4481186.668999999800000
13106,0,0,594615.751281999980000,4481234.422910000200000
13107,0,0,594553.151183999960000,4481277.635800000300000
13108,0,0,594525.751281999980000,4481384.422910000200000
13109,0,0,594463.151183999960000,4481480.545950000200000
13110,0,0,594448.004700000050000,4481576.668999999800000
13111,0,0,594431.305480999990000,4481632.127980000300000
13112,0,0,594306.002746999960000,4481808.846730000300000
13113,0,0,594037.211243000000000,4482040.423879999700000
13114,0,0,593703.215882000050000,4482074.496150000000000
13115,0,0,593608.502746999960000,4482066.893609999700000
13116,0,0,593534.121643000050000,4481980.555719999600000
13117,0,0,593351.887757000050000,4481952.782279999900000
13118,0,0,593294.121643000050000,4481920.555719999600000
13119,0,0,593184.166808999960000,4481871.483450000200000
13120,0,0,593084.121643000050000,4481800.555719999600000
13121,0,0,592991.887757000050000,4481772.782279999900000
13122,0,0,592844.121643000050000,4481650.555719999600000
13123,0,0,592751.887757000050000,4481592.782279999900000
13124,0,0,592664.121643000050000,4481530.555719999600000
13125,0,0,592538.240296000030000,4481492.660210000400000
13126,0,0,592291.974427000040000,4481206.810600000400000
13127,0,0,592138.004700000050000,4481186.668999999800000
13128,0,0,592082.369933999960000,4481114.598690000400000
13129,0,0,591971.074768000050000,4481083.602590000300000
13130,0,0,591944.934632000050000,4481019.735410000200000
13131,0,0,591761.074768000050000,4480993.602590000300000
13132,0,0,591658.004700000050000,4480916.668999999800000
13133,0,0,591658.004700000050000,4480886.668999999800000
13134,0,0,591598.004700000050000,4480886.668999999800000
13135,0,0,591570.436341000020000,4480848.202200000200000
13136,0,0,591400.529114000030000,4480814.144589999700000
13137,0,0,591214.398743000000000,4480649.378960000400000
13138,0,0,591148.004700000050000,4480676.668999999800000
13139,0,0,591081.515442000000000,4480554.325249999800000
13140,0,0,590998.004700000050000,4480496.668999999800000
13141,0,0,590998.004700000050000,4480466.668999999800000
13142,0,0,590878.004700000050000,4480466.668999999800000
13143,0,0,590857.848450000050000,4480426.825249999800000
13144,0,0,590818.004700000050000,4480406.668999999800000
13145,0,0,590767.218567000000000,4480333.119199999600000
13146,0,0,590600.361877999970000,4480300.526420000000000
13147,0,0,590498.496643000050000,4480234.198300000300000
13148,0,0,590385.751281999980000,4480208.915090000300000
13149,0,0,590368.004700000050000,4480196.668999999800000
13150,0,0,590368.004700000050000,4480166.668999999800000
13151,0,0,590338.004700000050000,4480166.668999999800000
13152,0,0,590325.751281999980000,4480148.915090000300000
13153,0,0,590207.684876000040000,4480118.622120000400000
13154,0,0,590145.015198000010000,4480027.860410000200000
13155,0,0,590018.412415000030000,4480056.234430000200000
13156,0,0,589905.751281999980000,4479968.915090000300000
13157,0,0,589720.258118000000000,4479944.422910000200000
13158,0,0,589675.829406999980000,4479880.072320000300000
13159,0,0,589558.004700000050000,4479866.668999999800000
13160,0,0,589348.004700000050000,4479866.668999999800000
13161,0,0,589307.926575000050000,4479846.747130000000000
13162,0,0,589228.004700000050000,4479836.668999999800000
13163,0,0,589168.004700000050000,4479806.668999999800000
13164,0,0,589131.779114000030000,4479763.060600000400000
13165,0,0,588843.051087000060000,4479794.481499999800000
13166,0,0,588808.004700000050000,4479836.668999999800000
13167,0,0,588620.698791999950000,4479850.350639999800000
13168,0,0,588568.004700000050000,4479926.668999999800000
13169,0,0,588431.074768000050000,4480029.735410000200000
13170,0,0,588328.004700000050000,4480166.668999999800000
13171,0,0,588248.082825000050000,4480206.747120000400000
13172,0,0,588129.683166999950000,4480314.061580000400000
13173,0,0,588118.004700000050000,4480406.668999999800000
13174,0,0,588098.016906999980000,4480476.585989999600000
13175,0,0,587981.345763999970000,4480570.013729999800000
13176,0,0,587924.663636000010000,4480663.324269999700000
13177,0,0,587861.345763999970000,4480750.013729999800000
13178,0,0,587832.931457999980000,4480945.248100000400000
13179,0,0,587771.345763999970000,4481050.013729999800000
13180,0,0,587744.663636000010000,4481113.324269999700000
13181,0,0,587681.345763999970000,4481200.013729999800000
13182,0,0,587654.663636000010000,4481293.324269999700000
13183,0,0,587548.004700000050000,4481426.668999999800000
13184,0,0,587504.963928999960000,4481463.744199999600000
13185,0,0,587488.004700000050000,4481666.668999999800000
13186,0,0,587501.887757000050000,4481682.782279999900000
13187,0,0,587519.586730999990000,4481903.036190000400000
13188,0,0,587402.981507000050000,4482051.922910000200000
13189,0,0,587422.647034000020000,4482296.668999999800000
13190,0,0,587388.190246999960000,4482725.487359999700000
13191,0,0,587351.887757000050000,4482790.555719999600000
13192,0,0,587297.717835000020000,4482911.961969999600000
13193,0,0,587326.469054999990000,4483269.779350000400000
13194,0,0,587231.887757000050000,4483390.555719999600000
13195,0,0,587218.004700000050000,4483526.668999999800000
13196,0,0,587207.926575000050000,4483666.590880000000000
13197,0,0,587188.004700000050000,4483706.668999999800000
13198,0,0,587140.258118000000000,4483718.915090000300000
13199,0,0,587050.430236999990000,4483777.420950000200000
13200,0,0,587038.004700000050000,4483886.668999999800000
13201,0,0,586990.258118000000000,4483958.915090000300000
13202,0,0,586965.751281999980000,4484054.422910000200000
13203,0,0,586918.004700000050000,4484126.668999999800000
13204,0,0,586750.258118000000000,4484168.915090000300000
13205,0,0,586738.004700000050000,4484216.668999999800000
13206,0,0,586612.965638000050000,4484300.516660000200000
13207,0,0,586588.004700000050000,4484336.668999999800000
13208,0,0,586424.121643000050000,4484472.782279999900000
13209,0,0,586361.887757000050000,4484500.555719999600000
13210,0,0,586348.004700000050000,4484516.668999999800000
13211,0,0,586256.107727000020000,4484575.130909999800000
13212,0,0,586124.663636000010000,4484470.013729999800000
13213,0,0,585887.091614000030000,4484435.428770000100000
13214,0,0,585781.322570999970000,4484303.343799999900000
13215,0,0,585748.004700000050000,4484276.668999999800000
13216,0,0,585641.345763999970000,4484143.324269999700000
13217,0,0,585628.004700000050000,4484096.668999999800000
13218,0,0,585620.372864000030000,4484044.300839999700000
13219,0,0,585425.636535999950000,4483849.037159999800000
13220,0,0,585410.372864000030000,4483774.300839999700000
13221,0,0,585365.636535999950000,4483729.037159999800000
13222,0,0,585350.372864000030000,4483654.300839999700000
13223,0,0,585275.636535999950000,4483579.037159999800000
13224,0,0,585268.004700000050000,4483496.668999999800000
13225,0,0,585290.695130000010000,4483175.663139999800000
13226,0,0,585275.665832999980000,4482923.534230000300000
13227,0,0,585298.004700000050000,4482776.668999999800000
13228,0,0,585286.502013999970000,4482651.205129999700000
13229,0,0,585238.004700000050000,4482626.668999999800000
13230,0,0,585197.688537999990000,4482536.668999999800000
13231,0,0,585238.004700000050000,4482446.668999999800000
13232,0,0,585287.402893000050000,4482421.678770000100000
13233,0,0,585298.004700000050000,4482116.668999999800000
13234,0,0,585298.004700000050000,4481966.668999999800000
13235,0,0,585377.926575000050000,4481926.590870000400000
13236,0,0,585388.004700000050000,4481726.668999999800000
13237,0,0,585388.004700000050000,4481576.668999999800000
13238,0,0,585464.934632000050000,4481473.602590000300000
13239,0,0,585478.004700000050000,4481396.668999999800000
13240,0,0,585553.052307000030000,4481344.857479999800000
13241,0,0,585580.258118000000000,4481138.915090000300000
13242,0,0,585641.865784000020000,4481044.315480000300000
13243,0,0,585674.143615999960000,4480879.022520000100000
13244,0,0,585746.675353999950000,4480767.650449999600000
13245,0,0,585717.242980999990000,4480636.356499999800000
13246,0,0,585825.751281999980000,4480574.422910000200000
13247,0,0,585850.258118000000000,4480388.915090000300000
13248,0,0,585885.751281999980000,4480334.422910000200000
13249,0,0,585898.004700000050000,4480196.668999999800000
13250,0,0,585928.004700000050000,4480196.668999999800000
13251,0,0,585928.004700000050000,4479986.668999999800000
13252,0,0,585928.004700000050000,4479746.668999999800000
13253,0,0,585915.751281999980000,4479548.915090000300000
13254,0,0,585850.258118000000000,4479464.422910000200000
13255,0,0,585825.751281999980000,4479368.915090000300000
13256,0,0,585778.004700000050000,4479296.668999999800000
13257,0,0,585778.004700000050000,4479266.668999999800000
13258,0,0,585760.525451999970000,4479057.533259999900000
13259,0,0,585658.004700000050000,4479026.668999999800000
13260,0,0,585469.937073000010000,4478801.610410000200000
13261,0,0,585388.004700000050000,4478786.668999999800000
13262,0,0,585388.004700000050000,4478756.668999999800000
13263,0,0,585358.004700000050000,4478756.668999999800000
13264,0,0,585347.926575000050000,4478736.747120000400000
13265,0,0,585268.004700000050000,4478696.668999999800000
13266,0,0,585215.907531999980000,4478621.214900000000000
13267,0,0,585088.004700000050000,4478606.668999999800000
13268,0,0,584697.330871999960000,4478574.193409999800000
13269,0,0,584488.004700000050000,4478606.668999999800000
13270,0,0,584412.521302000040000,4478574.969779999900000
13271,0,0,584315.365540000030000,4478596.737359999700000
13272,0,0,584188.004700000050000,4478786.668999999800000
13273,0,0,584045.669495000040000,4478882.118219999600000
13274,0,0,583995.751281999980000,4478954.422910000200000
13275,0,0,583918.004700000050000,4478996.668999999800000
13276,0,0,583834.376769999970000,4479011.214900000000000
13277,0,0,583678.004700000050000,4479206.668999999800000
13278,0,0,583618.239075000050000,4479236.903380000000000
13279,0,0,583588.004700000050000,4479296.668999999800000
13280,0,0,583512.286927000040000,4479316.092830000400000
13281,0,0,583498.004700000050000,4479476.668999999800000
13282,0,0,583508.082825000050000,4479556.590870000400000
13283,0,0,583528.004700000050000,4479596.668999999800000
13284,0,0,583507.061096000020000,4479848.622120000400000
13285,0,0,583544.121643000050000,4479880.555719999600000
13286,0,0,583588.004700000050000,4479956.668999999800000
13287,0,0,583588.004700000050000,4480046.668999999800000
13288,0,0,583600.258118000000000,4480094.422910000200000
13289,0,0,583666.707092999950000,4480180.160210000400000
13290,0,0,583659.613587000060000,4480211.800839999700000
13291,0,0,583678.004700000050000,4480286.668999999800000
13292,0,0,583685.636535999950000,4480369.037159999800000
13293,0,0,583760.372864000030000,4480444.300839999700000
13294,0,0,583775.636535999950000,4480639.037159999800000
13295,0,0,583820.372864000030000,4480684.300839999700000
13296,0,0,583828.004700000050000,4480736.668999999800000
13297,0,0,583778.668763000050000,4480761.629940000400000
13298,0,0,583768.004700000050000,4481036.668999999800000
13299,0,0,583728.160950000050000,4481056.825249999800000
13300,0,0,583708.004700000050000,4481096.668999999800000
13301,0,0,583691.887757000050000,4481110.555719999600000
13302,0,0,583664.121643000050000,4481202.782279999900000
13303,0,0,583605.963683999960000,4481307.020560000100000
13304,0,0,583574.121643000050000,4481412.782279999900000
13305,0,0,583399.347472999940000,4481522.250049999900000
13306,0,0,583427.824035999950000,4481876.668999999800000
13307,0,0,583404.141175000000000,4482171.424859999700000
13308,0,0,583438.004700000050000,4482326.668999999800000
13309,0,0,583419.232727000020000,4482403.089900000000000
13310,0,0,583485.751281999980000,4482488.915090000300000
13311,0,0,583498.004700000050000,4482596.668999999800000
13312,0,0,583498.004700000050000,4482746.668999999800000
13313,0,0,583528.004700000050000,4482746.668999999800000
13314,0,0,583575.751281999980000,4482818.915090000300000
13315,0,0,583588.004700000050000,4482866.668999999800000
13316,0,0,583563.366028000020000,4482883.675839999700000
13317,0,0,583596.592346000020000,4483031.888729999800000
13318,0,0,583665.150695999970000,4483079.217830000400000
13319,0,0,583678.004700000050000,4483286.668999999800000
13320,0,0,583618.004700000050000,4483286.668999999800000
13321,0,0,583618.004700000050000,4483316.668999999800000
13322,0,0,583572.275939999960000,4483359.046930000200000
13323,0,0,583588.004700000050000,4483676.668999999800000
13324,0,0,583511.887757000050000,4483720.555719999600000
13325,0,0,583472.527404999940000,4483851.293019999700000
13326,0,0,583274.308410999950000,4484082.752980000300000
13327,0,0,583061.887757000050000,4484110.555719999600000
13328,0,0,582974.121643000050000,4484172.782279999900000
13329,0,0,582791.887757000050000,4484200.555719999600000
13330,0,0,582737.860656999980000,4484263.265680000200000
13331,0,0,582594.331603999950000,4484251.737359999700000
13332,0,0,582460.148255000010000,4484346.864310000100000
13333,0,0,582311.887757000050000,4484380.555719999600000
13334,0,0,582224.121643000050000,4484412.782279999900000
13335,0,0,581981.887757000050000,4484440.555719999600000
13336,0,0,581893.594300000000000,4484503.163139999800000
13337,0,0,581818.004700000050000,4484486.668999999800000
13338,0,0,581793.208557000030000,4484437.655330000400000
13339,0,0,581608.004700000050000,4484426.668999999800000
13340,0,0,581405.087219999990000,4484446.253960000400000
13341,0,0,581128.004700000050000,4484426.668999999800000
13342,0,0,580949.627013999970000,4484444.203180000200000
13343,0,0,580785.919739000030000,4484431.048879999700000
13344,0,0,580738.004700000050000,4484486.668999999800000
13345,0,0,580697.926575000050000,4484506.590870000400000
13346,0,0,580648.004700000050000,4484516.668999999800000
13347,0,0,580464.393859999950000,4484498.607479999800000
13348,0,0,580234.530579000010000,4484534.276420000000000
13349,0,0,580184.121643000050000,4484592.782279999900000
13350,0,0,580138.004700000050000,4484606.668999999800000
13351,0,0,580065.751281999980000,4484588.915090000300000
13352,0,0,579928.004700000050000,4484576.668999999800000
13353,0,0,579881.887757000050000,4484590.555719999600000
13354,0,0,579662.157531999980000,4484608.207089999700000
13355,0,0,579610.243469999990000,4484491.869199999600000
13356,0,0,579358.004700000050000,4484516.668999999800000
13357,0,0,579254.934632000050000,4484439.735410000200000
13358,0,0,579148.004700000050000,4484396.668999999800000
13359,0,0,579112.551819000040000,4484326.590880000000000
13360,0,0,578738.082825000050000,4484346.747120000400000
13361,0,0,578698.004700000050000,4484366.668999999800000
13362,0,0,578698.004700000050000,4484336.668999999800000
13363,0,0,578548.004700000050000,4484336.668999999800000
13364,0,0,578488.004700000050000,4484336.668999999800000
13365,0,0,578278.004700000050000,4484336.668999999800000
13366,0,0,578120.468079000010000,4484350.687549999900000
13367,0,0,578068.004700000050000,4484426.668999999800000
13368,0,0,578008.004700000050000,4484426.668999999800000
13369,0,0,577904.934632000050000,4484503.602590000300000
13370,0,0,577755.425353999950000,4484545.233450000200000
13371,0,0,577708.004700000050000,4484606.668999999800000
13372,0,0,577636.051575000050000,4484656.341850000400000
13373,0,0,577618.004700000050000,4484726.668999999800000
13374,0,0,577303.575989000030000,4485006.234430000200000
13375,0,0,577273.846984999950000,4485102.518609999700000
13376,0,0,577228.550353999950000,4485185.868219999600000
13377,0,0,577209.536682000030000,4485504.867239999600000
13378,0,0,577244.432922999960000,4485876.732479999800000
13379,0,0,577313.599182000030000,4486027.435600000400000
13380,0,0,577466.316467999950000,4486198.353570000300000
13381,0,0,577561.381165000030000,4486283.299859999700000
13382,0,0,577636.798644999970000,4486367.704160000200000
13383,0,0,577785.278870000040000,4486358.856499999800000
13384,0,0,577868.672425000000000,4486452.181699999600000
13385,0,0,578173.846984999950000,4486480.819389999800000
13386,0,0,578281.161438000040000,4486555.790090000300000
13387,0,0,578608.004700000050000,4486536.307670000000000
13388,0,0,578848.004700000050000,4486550.604550000300000
13389,0,0,579073.004700000050000,4486537.201229999800000
13390,0,0,579313.004700000050000,4486551.498100000400000
13391,0,0,579553.004700000050000,4486537.201229999800000
13392,0,0,579778.004700000050000,4486550.604550000300000
13393,0,0,580003.004700000050000,4486537.201229999800000
13394,0,0,580243.004700000050000,4486551.498100000400000
13395,0,0,580479.441467999950000,4486537.406299999900000
13396,0,0,580615.137268000050000,4486642.567440000400000
13397,0,0,580886.440978999950000,4486626.395560000100000
13398,0,0,581143.846984999950000,4486660.819389999800000
13399,0,0,581226.420227000020000,4486705.702200000200000
13400,0,0,581563.846984999950000,4486750.819389999800000
13401,0,0,581592.162415000030000,4486782.518609999700000
13402,0,0,581683.846984999950000,4486810.819389999800000
13403,0,0,581802.162415000030000,4486902.518609999700000
13404,0,0,581983.846984999950000,4486930.819389999800000
13405,0,0,582042.162415000030000,4486962.518609999700000
13406,0,0,582133.846984999950000,4486990.819389999800000
13407,0,0,582252.283263999970000,4487082.606499999800000
13408,0,0,582283.682189999960000,4487080.731499999800000
13409,0,0,582396.229797999960000,4487141.888729999800000
13410,0,0,582538.004700000050000,4487156.668999999800000
13411,0,0,582674.663636000010000,4487170.013729999800000
13412,0,0,582712.588439999960000,4487260.013729999800000
13413,0,0,583004.663636000010000,4487233.324269999700000
13414,0,0,583138.004700000050000,4487216.668999999800000
13415,0,0,583138.004700000050000,4487246.668999999800000
13416,0,0,583168.004700000050000,4487246.668999999800000
13417,0,0,583213.575989000030000,4487261.097710000400000
13418,0,0,583342.460266000010000,4487349.779350000400000
13419,0,0,583438.004700000050000,4487246.668999999800000
13420,0,0,583558.004700000050000,4487216.668999999800000
13421,0,0,583558.004700000050000,4487246.668999999800000
13422,0,0,583948.004700000050000,4487246.668999999800000
13423,0,0,583948.004700000050000,4487216.668999999800000
13424,0,0,583988.082825000050000,4487236.590880000000000
13425,0,0,584158.004700000050000,4487246.668999999800000
13426,0,0,584413.466126000040000,4487262.591850000400000
13427,0,0,584488.004700000050000,4487246.668999999800000
13428,0,0,584594.121643000050000,4487232.782279999900000
13429,0,0,584848.004700000050000,4487156.668999999800000
13430,0,0,585005.555969999990000,4487112.796930000200000
13431,0,0,585131.074768000050000,4487019.735410000200000
13432,0,0,585224.949279999940000,4486981.312549999900000
13433,0,0,585298.004700000050000,4486886.668999999800000
13434,0,0,585416.803528000020000,4486930.292050000300000
13435,0,0,585448.004700000050000,4486826.668999999800000
13436,0,0,585478.004700000050000,4486826.668999999800000
13437,0,0,585478.004700000050000,4486796.668999999800000
13438,0,0,585580.258118000000000,4486748.915090000300000
13439,0,0,585698.324524000050000,4486718.622120000400000
13440,0,0,585748.004700000050000,4486646.668999999800000
13441,0,0,585872.695861999990000,4486690.365290000100000
13442,0,0,586013.932433999960000,4486593.187549999900000
13443,0,0,586242.433410999950000,4486602.240290000100000
13444,0,0,586258.004700000050000,4486616.668999999800000
13445,0,0,586290.623108000030000,4486657.406299999900000
13446,0,0,586528.195130000010000,4486691.976619999900000
13447,0,0,586647.455383999970000,4486840.907279999900000
13448,0,0,586738.004700000050000,4486856.668999999800000
13449,0,0,586758.160950000050000,4486896.512749999800000
13450,0,0,586798.004700000050000,4486916.668999999800000
13451,0,0,586824.141175000000000,4486950.536190000400000
13452,0,0,586976.525207999980000,4487068.148489999600000
13453,0,0,587081.074768000050000,4487203.602590000300000
13454,0,0,587166.222472999940000,4487238.451229999800000
13455,0,0,587338.004700000050000,4487366.668999999800000
13456,0,0,587391.211486999990000,4487435.604550000300000
13457,0,0,587518.004700000050000,4487486.668999999800000
13458,0,0,587548.971496999960000,4487531.522520000100000
13459,0,0,587655.751281999980000,4487558.915090000300000
13460,0,0,587754.565978999950000,4487623.265680000200000
13461,0,0,587938.004700000050000,4487636.668999999800000
13462,0,0,587964.247376000040000,4487738.915090000300000
13463,0,0,588080.295960000020000,4487713.412159999800000
13464,0,0,588165.751281999980000,4487654.422910000200000
13465,0,0,588178.004700000050000,4487636.668999999800000
13466,0,0,588403.304993000000000,4487617.831109999700000
13467,0,0,588568.004700000050000,4487426.668999999800000
13468,0,0,588585.751281999980000,4487414.422910000200000
13469,0,0,588647.684876000040000,4487324.715870000400000
13470,0,0,588765.751281999980000,4487294.422910000200000
13471,0,0,588820.258118000000000,4487258.915090000300000
13472,0,0,589155.751281999980000,4487234.422910000200000
13473,0,0,589198.004700000050000,4487216.668999999800000
13474,0,0,589294.131409000020000,4487231.815480000300000
13475,0,0,589431.877990999960000,4487321.522520000100000
13476,0,0,589528.004700000050000,4487336.668999999800000
13477,0,0,589648.004700000050000,4487426.668999999800000
13478,0,0,589756.384826999970000,4487588.285210000400000
13479,0,0,589828.004700000050000,4487606.668999999800000
13480,0,0,589828.004700000050000,4487636.668999999800000
13481,0,0,589858.004700000050000,4487636.668999999800000
13482,0,0,589865.636535999950000,4487659.037159999800000
13483,0,0,589940.372864000030000,4487674.300839999700000
13484,0,0,590015.636535999950000,4487749.037159999800000
13485,0,0,590128.004700000050000,4487756.668999999800000
13486,0,0,590140.258118000000000,4487804.422910000200000
13487,0,0,590186.517883999970000,4487875.453180000200000
13488,0,0,590264.520813000040000,4487857.962949999600000
13489,0,0,590350.258118000000000,4487924.422910000200000
13490,0,0,590504.784484999950000,4487964.076229999800000
13491,0,0,590560.258118000000000,4488044.422910000200000
13492,0,0,590655.751281999980000,4488068.915090000300000
13493,0,0,590710.258118000000000,4488104.422910000200000
13494,0,0,590895.751281999980000,4488128.915090000300000
13495,0,0,590908.004700000050000,4488146.668999999800000
13496,0,0,591011.074768000050000,4488283.602590000300000
13497,0,0,591124.003234999950000,4488315.052790000100000
13498,0,0,591221.074768000050000,4488373.602590000300000
13499,0,0,591268.004700000050000,4488386.668999999800000
13500,0,0,591410.372864000030000,4488394.300839999700000
13501,0,0,591485.636535999950000,4488469.037159999800000
13502,0,0,591568.004700000050000,4488476.668999999800000
13503,0,0,591650.757386000010000,4488580.013729999800000
13504,0,0,591966.171204000010000,4488531.615290000100000
13505,0,0,591978.431945999970000,4488433.031299999900000
13506,0,0,591958.004700000050000,4488416.668999999800000
13507,0,0,591958.004700000050000,4488266.668999999800000
13508,0,0,591920.200745000040000,4488134.437549999900000
13509,0,0,591825.776916999950000,4488058.836969999600000
13510,0,0,591787.972962000060000,4487926.605519999700000
13511,0,0,591554.663636000010000,4487740.013729999800000
13512,0,0,591482.325989000030000,4487709.530330000400000
